record_id,source_type,domain,library,title,content,code_signature,tags,url,author,date_published,votes_or_stars,relevance_label,difficulty_level
86f74c08-2727-487e-ba4b-bbdba43c06f9,documentation,FastAPI/Flask/Django,Django,Django ORM Queries — official reference,"Official documentation for Django ORM Queries. The method signature is `QuerySet.filter(**kwargs)`. filters QuerySet rows matching given field lookups. Raises `FieldError` when an unknown field lookup is provided. See also: QuerySet.exclude, QuerySet.annotate, Q objects.",QuerySet.filter(**kwargs),"django, dependency-injection, routing, middleware, flask",https://docs.django.org/en/stable/QuerySet/filter.html,Official Docs,21-12-2019,2431,high,advanced
36228d3c-aafb-4b32-8e21-7809e224524d,documentation,SQLAlchemy/Databases,SQLAlchemy,How to use create_engine in SQLAlchemy,"`SQLAlchemy.create_engine` creates a database engine representing a connection pool. Example usage:
```python
engine = create_engine('postgresql://user:pass@host/db', echo=True)
```
This is useful when establishing the central database connection for an application. Performance tip: set pool_size and max_overflow based on expected concurrency.",create_engine,"orm, connection-pool, relationship, session, postgresql",https://docs.sqlalchemy.org/en/stable/create_engine.html,Official Docs,28-02-2018,2036,high,advanced
e0017c5a-9f51-4480-b8a8-da78c65eaf44,github_issue,FastAPI/Flask/Django,flask,BUG: Flask session not persisting between requests in tests,"Problem: Session data set in one request is not available in the next request during testing.

Fix/Discussion: Use Flask test client's session_transaction() context manager: `with client.session_transaction() as sess:
    sess['user_id'] = 1`. Ensure SECRET_KEY is set. For testing: `app.config['TESTING'] = True; app.config['SECRET_KEY'] = 'test'`.",status:closed,"rest, response, request",https://github.com/flask/flask/issues/2141,contributor_5020,23-11-2021,186,medium,intermediate
a6f576e7-1645-4401-bfa4-8ffefabf8f24,documentation,Asyncio/Threading,asyncio,asyncio — Concurrent Coroutines,"The `asyncio.gather` function in asyncio runs multiple coroutines concurrently and collects results. It accepts `*coros, return_exceptions=False` as a parameter and returns list of results. Common use cases include parallel I/O operations such as multiple API calls. Note that set return_exceptions=True to prevent one failure from cancelling all tasks.","asyncio.gather(*coros, return_exceptions=False) -> list of results","await, executor, async, threading, semaphore",https://docs.asyncio.org/en/stable/asyncio/gather.html,Official Docs,18-09-2021,525,high,beginner
ea287a7f-4fdf-4e4b-a7d4-5f7dd91cbd9e,stack_overflow,FastAPI/Flask/Django,django,How to run background tasks in FastAPI?,"FastAPI's `BackgroundTasks`: add `background_tasks: BackgroundTasks` as a parameter, then `background_tasks.add_task(func, *args)`. Runs after response is sent. For heavy workloads (email, ML inference), use Celery with Redis/RabbitMQ broker. For async background work, `asyncio.create_task()` works within async endpoints.",Use BackgroundTasks for lightweight tasks or Celery for heavy/distributed work.,"template, middleware, orm, flask",https://stackoverflow.com/questions/8077999,user_202401,09-12-2021,1820,high,advanced
9e4f793f-0466-453e-9ae6-acad6841146b,documentation,SQLAlchemy/Databases,SQLAlchemy,SQLAlchemy — ORM Session Query,The `session.query` function in SQLAlchemy constructs a SELECT query against mapped entities. It accepts `*entities` as a parameter and returns Query object. Common use cases include retrieving ORM-mapped objects from the database. Note that prefer session.execute(select(...)) in SQLAlchemy 2.0+.,session.query(*entities) -> Query object,"postgresql, foreign-key, relationship, session, alembic, transaction",https://docs.sqlalchemy.org/en/stable/session/query.html,Official Docs,15-01-2023,3048,high,intermediate
dfbca5b7-a7d7-4de9-ad31-a414aa846590,stack_overflow,Asyncio/Threading,gather,How to run asyncio code from synchronous Python?,"`asyncio.run(main())` creates an event loop, runs the coroutine, closes the loop. Never call asyncio.run() from inside a running event loop (use await instead). In Jupyter notebooks (which have a running loop), use `await coroutine()` directly or `nest_asyncio.apply()`. For mixing sync/async, use `loop.run_until_complete()`.",Use asyncio.run() in Python 3.7+ to execute a coroutine from sync code.,"deadlock, race-condition, task, coroutine, threading, asyncio",https://stackoverflow.com/questions/2140194,user_718011,23-12-2021,281,high,beginner
4268d402-d595-4a2b-88c3-8a79837db961,stack_overflow,OS/Subprocess/File I/O,stdin,Python: how to safely write to a file atomically?,"```python
import tempfile, os
with tempfile.NamedTemporaryFile('w', delete=False, dir='.') as tmp:
    tmp.write(data)
    tmp.flush()
    os.fsync(tmp.fileno())
os.replace(tmp.name, target_path)
```
`os.replace()` is atomic on POSIX. This prevents partial writes from corrupting files.",Write to a temp file then rename — rename is atomic on POSIX systems.,"glob, shutil, os, stdin, tempfile",https://stackoverflow.com/questions/5394880,user_179430,15-12-2022,545,high,advanced
e466f864-ebc9-44a4-bd2a-7fb8b9d53cff,documentation,Requests/HTTP/APIs,requests,requests — HTTP Session Management,The `requests.Session` function in requests creates a persistent HTTP session with connection pooling. It accepts `` as a parameter and returns Session object. Common use cases include making multiple requests to the same host efficiently. Note that always close or use Session as context manager to release connections.,requests.Session() -> Session object,"timeout, httpx, json, oauth, requests, http",https://docs.requests.org/en/stable/requests/Session.html,Official Docs,07-06-2020,83,medium,advanced
190031d5-d9b8-4f97-a998-a17770886846,stack_overflow,FastAPI/Flask/Django,django,How to run background tasks in FastAPI?,"FastAPI's `BackgroundTasks`: add `background_tasks: BackgroundTasks` as a parameter, then `background_tasks.add_task(func, *args)`. Runs after response is sent. For heavy workloads (email, ML inference), use Celery with Redis/RabbitMQ broker. For async background work, `asyncio.create_task()` works within async endpoints.",Use BackgroundTasks for lightweight tasks or Celery for heavy/distributed work.,"middleware, flask, orm, request, rest",https://stackoverflow.com/questions/8077999,user_202401,08-07-2020,1837,high,beginner
cf6b3fc2-f8f0-43b8-9bb9-a7e27a6b5148,stack_overflow,NumPy/Pandas,nan,How do I reshape a wide DataFrame to long format?,"`pd.melt(df, id_vars=['id'], value_vars=['col1','col2'])` unpivots columns to rows. `df.stack()` moves column index to row index. For the reverse, use `df.pivot()` or `df.unstack()`. Always reset_index() after stack/unstack to get a clean DataFrame.",Use pd.melt() or df.stack() depending on your structure.,"groupby, broadcasting, array, reshape, dtype, numpy",https://stackoverflow.com/questions/6229731,user_428373,17-06-2024,808,medium,beginner
e648d739-b396-41c4-8636-eaba5192bc28,stack_overflow,FastAPI/Flask/Django,fastapi,How to implement JWT authentication in FastAPI?,"```python
from fastapi.security import OAuth2PasswordBearer
from jose import jwt
oauth2_scheme = OAuth2PasswordBearer(tokenUrl='token')
```
Create access tokens with `jwt.encode(payload, SECRET_KEY, algorithm='HS256')`. Verify with `jwt.decode(token, SECRET_KEY, algorithms=['HS256'])`. Store SECRET_KEY in environment variables, never in code.",Use python-jose for JWT and passlib for password hashing with OAuth2PasswordBearer.,"rest, response, dependency-injection",https://stackoverflow.com/questions/7754864,user_773587,26-02-2018,422,low,beginner
2ffb96a9-c072-46e3-8a7f-7713cadad658,github_issue,Asyncio/Threading,cpython,BUG: asyncio task leaks when exception is not handled,"Problem: Unhandled exceptions in fire-and-forget asyncio tasks are silently ignored, causing task leaks.

Fix/Discussion: Always await tasks or add exception handlers. Use `task.add_done_callback()` to log exceptions. In Python 3.11+, use TaskGroup for structured concurrency — exceptions propagate automatically. Set `asyncio.get_event_loop().set_exception_handler()` for global unhandled task exception logging.",status:closed,"deadlock, race-condition, threading, gather, asyncio",https://github.com/cpython/cpython/issues/5591,contributor_1630,10-05-2022,336,high,beginner
1f2c1c67-f5d9-4742-bbc4-c13e21d26917,stack_overflow,SQLAlchemy/Databases,connection-pool,How to handle database migrations with Alembic?,"Workflow: (1) Change SQLAlchemy models. (2) `alembic revision --autogenerate -m 'description'`. (3) Review generated migration script. (4) `alembic upgrade head` to apply. Always review autogenerated migrations — they miss some changes (indexes, constraints). Use `alembic downgrade -1` to rollback. Store migrations in version control.",Use alembic revision --autogenerate to create migrations from model changes.,"alembic, foreign-key, sqlite, query, connection-pool, orm",https://stackoverflow.com/questions/9436429,user_974047,25-01-2018,2432,high,intermediate
6366c6a4-931a-441f-af06-0043acb5b0c6,documentation,Asyncio/Threading,asyncio,How to use asyncio.create_task in asyncio,"`asyncio.asyncio.create_task` schedules a coroutine as a Task in the event loop. Example usage:
```python
task = asyncio.create_task(send_email(user))
await task
```
This is useful when fire-and-forget background tasks, concurrent task management. Performance tip: use TaskGroup (Python 3.11+) for structured concurrency.",asyncio.create_task,"gather, deadlock, executor, asyncio, coroutine, async",https://docs.asyncio.org/en/stable/asyncio/create_task.html,Official Docs,23-11-2020,4168,medium,beginner
9b4471ef-315d-44f1-98f6-91d6d1bb019f,stack_overflow,Requests/HTTP/APIs,json,How to stream large HTTP responses with requests?,"```python
with requests.get(url, stream=True) as r:
    r.raise_for_status()
    with open('file', 'wb') as f:
        for chunk in r.iter_content(chunk_size=8192):
            f.write(chunk)
```
Always use as context manager with stream=True to ensure connection is released.",Use stream=True and iterate over response.iter_content() or iter_lines().,"json, timeout, oauth, rate-limiting, requests",https://stackoverflow.com/questions/3592974,user_980733,01-02-2024,1673,high,intermediate
c3d59b69-3ac4-4d62-b37f-3d4d789ce8c0,github_issue,Requests/HTTP/APIs,httpx,BUG: httpx: SSL certificate error on Windows despite valid cert,"Problem: httpx raises SSLCertVerificationError on Windows when system CA store has the cert.

Fix/Discussion: httpx uses its own CA bundle (certifi) by default, not the system store. Fix: `httpx.Client(verify=certifi.where())` — already default. For custom certs: `httpx.Client(verify='/path/to/ca-bundle.pem')`. Install `pip install truststore` and use `ssl.create_default_context(ssl.Purpose.SERVER_AUTH)` to use system store.",status:closed,"headers, http, retry, authentication",https://github.com/httpx/httpx/issues/8949,contributor_1420,26-04-2019,479,low,intermediate
95d9a3f6-bfc1-442a-93d2-4f3ff912c385,stack_overflow,OS/Subprocess/File I/O,shutil,How to read a large file line by line in Python without loading it all into memory?,"```python
with open('large.txt', 'r') as f:
    for line in f:
        process(line.strip())
```
This reads one line at a time. For binary files: use `f.read(chunk_size)` in a loop. For CSV: use `pd.read_csv(file, chunksize=10000)`. Never use `f.readlines()` on large files.",Iterate over the file object directly — it yields lines lazily.,"shutil, pathlib, file-io, tempfile, stdin, glob",https://stackoverflow.com/questions/2737893,user_994539,25-06-2020,2298,high,beginner
4f762aba-b1a9-455f-8cf0-c7872ab3860d,stack_overflow,FastAPI/Flask/Django,django,How to run background tasks in FastAPI?,"FastAPI's `BackgroundTasks`: add `background_tasks: BackgroundTasks` as a parameter, then `background_tasks.add_task(func, *args)`. Runs after response is sent. For heavy workloads (email, ML inference), use Celery with Redis/RabbitMQ broker. For async background work, `asyncio.create_task()` works within async endpoints.",Use BackgroundTasks for lightweight tasks or Celery for heavy/distributed work.,"routing, django, blueprint, dependency-injection, template",https://stackoverflow.com/questions/8077999,user_202401,13-10-2020,1872,medium,beginner
aa0e0913-874d-47cb-9209-46f352cfe2ee,stack_overflow,FastAPI/Flask/Django,request,Django N+1 query problem: how to fix?,N+1 occurs when accessing related objects in a loop. Diagnose with `django-debug-toolbar` or `connection.queries`. Fix ForeignKey: `User.objects.select_related('profile').all()`. Fix M2M: `Post.objects.prefetch_related('tags').all()`. Use `only()` to fetch specific fields and reduce data transfer.,Use select_related() for ForeignKey and prefetch_related() for ManyToMany relationships.,"middleware, rest, django, blueprint",https://stackoverflow.com/questions/8106470,user_441071,24-01-2020,1793,medium,advanced
cff7d83b-5bf3-4f59-bba9-fc78e5696f9a,documentation,SQLAlchemy/Databases,SQLAlchemy,How to use create_engine in SQLAlchemy,"`SQLAlchemy.create_engine` creates a database engine representing a connection pool. Example usage:
```python
engine = create_engine('postgresql://user:pass@host/db', echo=True)
```
This is useful when establishing the central database connection for an application. Performance tip: set pool_size and max_overflow based on expected concurrency.",create_engine,"foreign-key, alembic, migration, sqlalchemy, sqlite, orm",https://docs.sqlalchemy.org/en/stable/create_engine.html,Official Docs,07-10-2024,2059,low,beginner
ec3caf73-5c41-497f-a34e-3723e9453d4a,github_issue,FastAPI/Flask/Django,django,FEAT: Django: add support for async ORM queries,"Problem: Django ORM is synchronous; using it in async views requires sync_to_async wrapper.

Fix/Discussion: Django 4.1+ added native async ORM support. Use `await Model.objects.filter().afirst()`, `async for obj in qs:`. For older versions: wrap with `sync_to_async`: `get_user = sync_to_async(User.objects.get)
user = await get_user(pk=1)`.",status:closed,"flask, routing, django",https://github.com/django/django/issues/8618,contributor_8921,02-04-2022,1,medium,intermediate
e7047478-24d0-4d4c-a8c8-19f6cd3e7b00,github_issue,SQLAlchemy/Databases,sqlalchemy,BUG: SQLAlchemy connection pool exhaustion under load,"Problem: Application hangs under concurrent load — all connections are checked out and pool is exhausted.

Fix/Discussion: Increase `pool_size` and `max_overflow`. Ensure sessions are always closed: use `contextmanager` or `with Session() as session:`. Set `pool_timeout` to fail fast. Enable `pool_pre_ping=True`. Monitor with `engine.pool.checkedout()`. In async: use `AsyncSession` with `async_scoped_session`.",status:closed,"transaction, session, foreign-key, sqlalchemy",https://github.com/sqlalchemy/sqlalchemy/issues/106,contributor_5078,26-06-2024,303,medium,beginner
b5da7911-7536-4146-9b30-5e0b9616c2dd,stack_overflow,Asyncio/Threading,async,asyncio RuntimeError: This event loop is already running,"This error is common in Jupyter and FastAPI. Solutions: (1) In async context: just use `await coroutine()`. (2) In Jupyter: `import nest_asyncio; nest_asyncio.apply()`. (3) Run in thread: `asyncio.get_event_loop().run_in_executor(None, sync_func)`. (4) Use `asyncio.ensure_future()` to schedule from within async code.",You're calling asyncio.run() inside an already running event loop. Use await instead.,"threading, semaphore, lock, deadlock, await",https://stackoverflow.com/questions/2229110,user_573750,03-07-2024,2308,high,beginner
277e8c3f-988b-4f46-82b3-cd6ef8299ec6,github_issue,NumPy/Pandas,pandas,BUG: pd.read_csv() silently truncates large integers,"Problem: Integer columns with values > 2^53 are silently corrupted when read from CSV.

Fix/Discussion: Floating point cannot represent integers > 2^53 exactly. Fix: `pd.read_csv(f, dtype={'col': str})` then convert: `df['col'] = df['col'].astype('Int64')`. Use `dtype_backend='numpy_nullable'` in Pandas 2.0+ for better integer handling.",status:closed,"dtype, pivot, nan, broadcasting, merge",https://github.com/pandas/pandas/issues/4449,contributor_726,05-04-2024,493,high,advanced
115785be-d045-4427-a02f-9d064ee878ed,documentation,NumPy/Pandas,NumPy,NumPy — Linear Algebra,"The `np.einsum` function in NumPy evaluates Einstein summation convention on operands. It accepts `subscripts, *operands` as a parameter and returns ndarray. Common use cases include matrix multiplication, dot products, tensor contractions. Note that prefer np.einsum over loops for large arrays.","np.einsum(subscripts, *operands) -> ndarray","broadcasting, dtype, nan, loc, pivot, vectorization",https://docs.numpy.org/en/stable/np/einsum.html,Official Docs,05-12-2019,1889,medium,intermediate
5dbbb342-6dab-43c9-b221-99695d41d321,stack_overflow,NumPy/Pandas,nan,How do I reshape a wide DataFrame to long format?,"`pd.melt(df, id_vars=['id'], value_vars=['col1','col2'])` unpivots columns to rows. `df.stack()` moves column index to row index. For the reverse, use `df.pivot()` or `df.unstack()`. Always reset_index() after stack/unstack to get a clean DataFrame.",Use pd.melt() or df.stack() depending on your structure.,"dtype, nan, reshape, groupby, pandas",https://stackoverflow.com/questions/6229731,user_428373,19-07-2021,855,medium,advanced
4453bf1e-b374-4576-a807-279809854651,stack_overflow,NumPy/Pandas,dataframe,How to apply a function to each row in Pandas without using iterrows?,"`iterrows()` is slow because it creates a Series per row. Prefer `df.apply(func, axis=1)` for row-wise operations, or better yet, vectorize using NumPy: `np.where(condition, a, b)`. For complex logic, `df.assign()` with vectorized expressions is cleanest. Benchmark: vectorized > apply > itertuples > iterrows.","Use df.apply(func, axis=1) or vectorized NumPy operations for best performance.","pandas, reshape, pivot, dataframe",https://stackoverflow.com/questions/5446912,user_563306,20-11-2018,2256,high,advanced
6d16a39f-dafb-4eab-b47d-f192e0345aae,stack_overflow,Requests/HTTP/APIs,websocket,requests.exceptions.SSLError: certificate verify failed,"Never use `verify=False` in production — it disables SSL verification entirely. Solutions: (1) Update certifi: `pip install --upgrade certifi`. (2) Provide CA bundle: `requests.get(url, verify='/path/to/ca-bundle.crt')`. (3) For self-signed certs in dev: `verify=False` only, and never commit this. (4) Check system time — expired system clock causes SSL failures.","Your SSL certificate chain is incomplete or self-signed. Fix the cert, don't disable verification.","aiohttp, retry, headers",https://stackoverflow.com/questions/7907400,user_851204,18-01-2024,1348,low,advanced
ad34200c-726f-4f54-a61f-43076df4c24d,github_issue,Requests/HTTP/APIs,requests,BUG: requests hangs indefinitely on slow server responses,"Problem: requests.get() hangs forever when server accepts connection but never sends response.

Fix/Discussion: Always set both connect and read timeouts: `requests.get(url, timeout=(3.05, 27))`. Tuple: (connect_timeout, read_timeout). Or single value for both. Mount a Session with default timeouts using a custom HTTPAdapter subclass. Never use `timeout=None` in production code.",status:closed,"rate-limiting, timeout, headers, json, websocket",https://github.com/requests/requests/issues/4019,contributor_4599,25-04-2019,274,low,advanced
79ef6666-6342-4b08-91d0-5defb62354df,stack_overflow,NumPy/Pandas,array,Why is my Pandas merge creating duplicate rows?,Duplicate rows after merge usually mean the join key is not unique. Diagnose with `df.duplicated(subset=['key']).sum()`. Use `how='left'` carefully when right table has multiple matches. Set `validate='one_to_many'` or `'many_to_one'` to enforce cardinality. Consider deduplicating with `df.drop_duplicates(subset=['key'])` before merging.,Your merge key has duplicates in one or both DataFrames. Use validate='one_to_one' to catch this early.,"dtype, groupby, dataframe, numpy, pivot, pandas",https://stackoverflow.com/questions/2321324,user_99814,19-10-2022,229,low,beginner
f26a2848-1c39-4b7d-9aca-8b7d02b20f5b,stack_overflow,Asyncio/Threading,coroutine,How to implement a thread pool in Python?,"```python
from concurrent.futures import ThreadPoolExecutor
with ThreadPoolExecutor(max_workers=8) as ex:
    futures = [ex.submit(task, arg) for arg in args]
    results = [f.result() for f in futures]
```
For CPU-bound: use ProcessPoolExecutor instead. For async integration: `await loop.run_in_executor(executor, func, *args)`.",Use concurrent.futures.ThreadPoolExecutor for I/O-bound tasks.,"gather, async, race-condition, coroutine",https://stackoverflow.com/questions/3646552,user_469469,02-06-2024,1516,medium,intermediate
6d808b52-996c-45ca-8365-fbb5860ff999,documentation,OS/Subprocess/File I/O,subprocess,subprocess — Process Execution,"The `subprocess.run` function in subprocess runs a subprocess and waits for it to complete. It accepts `args, capture_output=False, timeout=None` as a parameter and returns CompletedProcess. Common use cases include executing shell commands, scripts, or external programs from Python. Note that use shell=False (default) to avoid shell injection vulnerabilities.","subprocess.run(args, capture_output=False, timeout=None) -> CompletedProcess","os, file-io, env-variable, pathlib",https://docs.subprocess.org/en/stable/subprocess/run.html,Official Docs,04-04-2019,457,medium,beginner
69611d5e-9db3-4c4c-9458-e95467c651b1,documentation,SQLAlchemy/Databases,SQLAlchemy,How to use create_engine in SQLAlchemy,"`SQLAlchemy.create_engine` creates a database engine representing a connection pool. Example usage:
```python
engine = create_engine('postgresql://user:pass@host/db', echo=True)
```
This is useful when establishing the central database connection for an application. Performance tip: set pool_size and max_overflow based on expected concurrency.",create_engine,"sqlite, transaction, orm, session",https://docs.sqlalchemy.org/en/stable/create_engine.html,Official Docs,29-12-2022,2055,high,intermediate
064a6425-60d2-4601-a6d5-4593b85c98b0,stack_overflow,Asyncio/Threading,lock,Python threading: how to share data between threads safely?,"For simple counters: use `threading.Lock()` as context manager. For complex shared state: prefer `queue.Queue` (thread-safe by design). Avoid global variables without locks. `threading.local()` gives each thread its own data copy. For read-heavy workloads, `threading.RLock` allows re-entrant acquisition.",Use threading.Lock for mutual exclusion or queue.Queue for producer-consumer patterns.,"event-loop, coroutine, await",https://stackoverflow.com/questions/3195773,user_714318,13-03-2019,1068,high,intermediate
6f875f67-f282-4f9f-8d90-7f43df5dbb4c,github_issue,NumPy/Pandas,pandas,PERF: groupby().apply() extremely slow on large DataFrames,"Problem: groupby().apply() with a custom function is 100x slower than expected on 10M row DataFrames.

Fix/Discussion: groupby().apply() serializes each group and has high overhead. Fix: vectorize with numpy, use groupby().transform() for same-shape output, or groupby().agg() with named aggregations. For complex logic, consider Polars or Dask. Numba's @jit can accelerate custom group functions.",status:closed,"iloc, loc, dataframe, merge, pivot",https://github.com/pandas/pandas/issues/8446,contributor_6648,08-07-2021,361,high,intermediate
01225355-e23c-4540-89e6-519b33741d75,github_issue,OS/Subprocess/File I/O,cpython,FEAT: pathlib: add support for reading/writing with encoding shorthand,"Problem: pathlib.Path.read_text() does not default to UTF-8, causing issues across platforms.

Fix/Discussion: Always pass encoding explicitly: `Path('file').read_text(encoding='utf-8')`. Python 3.10+ added `encoding='locale'` default change proposal. Best practice: always specify encoding in all file I/O operations for portability.",status:closed,"stdin, pathlib, process, pipe, glob",https://github.com/cpython/cpython/issues/2707,contributor_7877,11-05-2020,453,high,intermediate
fa0c957f-9abd-4ffd-b77b-e4e702b4928d,github_issue,Requests/HTTP/APIs,requests,BUG: requests hangs indefinitely on slow server responses,"Problem: requests.get() hangs forever when server accepts connection but never sends response.

Fix/Discussion: Always set both connect and read timeouts: `requests.get(url, timeout=(3.05, 27))`. Tuple: (connect_timeout, read_timeout). Or single value for both. Mount a Session with default timeouts using a custom HTTPAdapter subclass. Never use `timeout=None` in production code.",status:closed,"headers, aiohttp, rest-api",https://github.com/requests/requests/issues/4019,contributor_4599,29-05-2023,273,high,intermediate
704996b6-0321-4a46-8285-0c5951468e00,documentation,Asyncio/Threading,asyncio,How to use asyncio.create_task in asyncio,"`asyncio.asyncio.create_task` schedules a coroutine as a Task in the event loop. Example usage:
```python
task = asyncio.create_task(send_email(user))
await task
```
This is useful when fire-and-forget background tasks, concurrent task management. Performance tip: use TaskGroup (Python 3.11+) for structured concurrency.",asyncio.create_task,"gather, coroutine, lock, async, deadlock, threading",https://docs.asyncio.org/en/stable/asyncio/create_task.html,Official Docs,15-10-2022,4125,high,advanced
8b1a95ce-ac98-48b9-a2a9-55c7581b3138,stack_overflow,Requests/HTTP/APIs,websocket,requests.exceptions.SSLError: certificate verify failed,"Never use `verify=False` in production — it disables SSL verification entirely. Solutions: (1) Update certifi: `pip install --upgrade certifi`. (2) Provide CA bundle: `requests.get(url, verify='/path/to/ca-bundle.crt')`. (3) For self-signed certs in dev: `verify=False` only, and never commit this. (4) Check system time — expired system clock causes SSL failures.","Your SSL certificate chain is incomplete or self-signed. Fix the cert, don't disable verification.","rate-limiting, requests, oauth, retry",https://stackoverflow.com/questions/7907400,user_851204,24-01-2021,1349,high,intermediate
9d3a026a-373e-4a1f-a91a-fe6c137d618f,stack_overflow,Asyncio/Threading,asyncio,How to limit concurrency with asyncio?,"```python
sem = asyncio.Semaphore(10)
async def limited(url):
    async with sem:
        return await fetch(url)
results = await asyncio.gather(*[limited(u) for u in urls])
```
This prevents overwhelming APIs or databases with too many simultaneous connections.",Use asyncio.Semaphore to cap the number of concurrent coroutines.,"task, event-loop, asyncio",https://stackoverflow.com/questions/2375453,user_449589,03-07-2023,2445,high,intermediate
295fa90c-4f66-4d4e-9c50-e808dae01306,documentation,Asyncio/Threading,threading,threading Thread Synchronization — official reference,"Official documentation for threading Thread Synchronization. The method signature is `threading.Lock()`. creates a mutual-exclusion lock for thread-safe access. Raises `RuntimeError` when lock is released without being acquired. See also: threading.RLock, threading.Semaphore, threading.Event.",threading.Lock(),"coroutine, lock, event-loop",https://docs.threading.org/en/stable/threading/Lock.html,Official Docs,30-07-2019,4838,low,intermediate
c65c6afc-83ff-4623-b00c-9fac8e31a0f1,github_issue,OS/Subprocess/File I/O,cpython,FEAT: pathlib: add support for reading/writing with encoding shorthand,"Problem: pathlib.Path.read_text() does not default to UTF-8, causing issues across platforms.

Fix/Discussion: Always pass encoding explicitly: `Path('file').read_text(encoding='utf-8')`. Python 3.10+ added `encoding='locale'` default change proposal. Best practice: always specify encoding in all file I/O operations for portability.",status:closed,"process, os, stdout, shutil, file-io",https://github.com/cpython/cpython/issues/2707,contributor_7877,12-04-2022,458,low,intermediate
84fb110e-9949-4176-b151-64620b1e095f,stack_overflow,Asyncio/Threading,gather,How to run asyncio code from synchronous Python?,"`asyncio.run(main())` creates an event loop, runs the coroutine, closes the loop. Never call asyncio.run() from inside a running event loop (use await instead). In Jupyter notebooks (which have a running loop), use `await coroutine()` directly or `nest_asyncio.apply()`. For mixing sync/async, use `loop.run_until_complete()`.",Use asyncio.run() in Python 3.7+ to execute a coroutine from sync code.,"threading, race-condition, asyncio, gather, coroutine, executor",https://stackoverflow.com/questions/2140194,user_718011,24-11-2018,289,high,advanced
534f606f-2269-49e8-afb9-7243984f59a1,stack_overflow,FastAPI/Flask/Django,django,Flask: how to return JSON responses properly?,"`return jsonify({'key': 'value'})` sets Content-Type to application/json. Flask 1.0+ automatically converts returned dicts to JSON responses. For custom status codes: `return jsonify(data), 201`. For errors: use `abort(404)` or return `({'error': 'Not found'}, 404)`.",Use jsonify() or return a dict directly (Flask 1.0+).,"orm, template, dependency-injection, middleware, fastapi, django",https://stackoverflow.com/questions/8930103,user_264801,24-11-2018,2226,medium,beginner
d2e3eda8-aa7c-423e-8f8a-63c21646b432,stack_overflow,FastAPI/Flask/Django,fastapi,How to implement JWT authentication in FastAPI?,"```python
from fastapi.security import OAuth2PasswordBearer
from jose import jwt
oauth2_scheme = OAuth2PasswordBearer(tokenUrl='token')
```
Create access tokens with `jwt.encode(payload, SECRET_KEY, algorithm='HS256')`. Verify with `jwt.decode(token, SECRET_KEY, algorithms=['HS256'])`. Store SECRET_KEY in environment variables, never in code.",Use python-jose for JWT and passlib for password hashing with OAuth2PasswordBearer.,"template, pydantic, rest",https://stackoverflow.com/questions/7754864,user_773587,21-10-2021,413,medium,beginner
0755c5a7-5037-435c-8bcc-11202b01108b,stack_overflow,SQLAlchemy/Databases,sqlalchemy,SQLAlchemy: how to avoid DetachedInstanceError?,DetachedInstanceError occurs when accessing a relationship after the session is closed. Solutions: (1) Use `joinedload()` or `subqueryload()` to eagerly load relationships. (2) Keep session open while accessing objects. (3) Use `expire_on_commit=False` on sessionmaker. (4) Convert to dict/DTO before closing session.,"Access lazy-loaded relationships within the session scope, or use eager loading.","postgresql, migration, query, sqlite, session",https://stackoverflow.com/questions/1247595,user_107793,09-08-2024,406,high,advanced
27fb96c6-5970-4a02-b2c0-749ec350a5aa,stack_overflow,NumPy/Pandas,array,Why is my Pandas merge creating duplicate rows?,Duplicate rows after merge usually mean the join key is not unique. Diagnose with `df.duplicated(subset=['key']).sum()`. Use `how='left'` carefully when right table has multiple matches. Set `validate='one_to_many'` or `'many_to_one'` to enforce cardinality. Consider deduplicating with `df.drop_duplicates(subset=['key'])` before merging.,Your merge key has duplicates in one or both DataFrames. Use validate='one_to_one' to catch this early.,"loc, nan, broadcasting",https://stackoverflow.com/questions/2321324,user_99814,28-11-2020,275,high,intermediate
36139519-9a25-463e-a350-8dec574bb57e,documentation,NumPy/Pandas,NumPy,NumPy — Vectorization,The `np.vectorize` function in NumPy generalizes a scalar function to operate on arrays. It accepts `pyfunc` as a parameter and returns vectorized function. Common use cases include applying Python functions element-wise without explicit loops. Note that np.vectorize is a convenience wrapper; it does not improve performance like true ufuncs.,np.vectorize(pyfunc) -> vectorized function,"groupby, iloc, nan, array",https://docs.numpy.org/en/stable/np/vectorize.html,Official Docs,02-06-2021,1326,high,beginner
f55ab10b-eba4-410c-8cba-0cc9f7ef7eeb,stack_overflow,OS/Subprocess/File I/O,stdin,Python: how to safely write to a file atomically?,"```python
import tempfile, os
with tempfile.NamedTemporaryFile('w', delete=False, dir='.') as tmp:
    tmp.write(data)
    tmp.flush()
    os.fsync(tmp.fileno())
os.replace(tmp.name, target_path)
```
`os.replace()` is atomic on POSIX. This prevents partial writes from corrupting files.",Write to a temp file then rename — rename is atomic on POSIX systems.,"stdin, tempfile, os",https://stackoverflow.com/questions/5394880,user_179430,01-05-2023,547,medium,intermediate
